Performance,RouterObject,5620_SAM_DS1_E1,tdmequipment.E1HistoryStats15minInLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_DS1_E1,tdmequipment.E1HistoryStats15minOutLogRecord,monitoredObjectSiteId,0
Performance,CardSlotObject,5620_SAM_BaseCard,equipment.BaseCard,siteId,1
Performance,CardSlotObject,5620_SAM_DaughterCard,equipment.DaughterCard,siteId,1
Performance,CardSlotObject,5620_SAM_MCMCard,equipment.MCMCard,siteId,1
Performance,CardSlotObject,5620_SAM_ControlProcessor,equipment.ControlProcessor,siteId,1
Performance,NatObject,5620_SAM_ISA_Mda,nat.IsaMda,siteName,1
Performance,NatObject,5620_SAM_ISA_Member,nat.IsaMember,siteName,1
Performance,DhcpObject,5620_SAM_DHCP6_Address,dhcp.Dhcp6AddressPrefix,nodeId,1
Performance,DhcpObject,5620_SAM_Subnet_Address,dhcp.Subnet,nodeId,1
Performance,RouterObject,5620_SAM_BaseCard,equipment.HardwareTemperatureLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_DaughterCard,equipment.HardwareTemperatureLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_MCMCard,equipment.HardwareTemperatureLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_ControlProcessor,equipment.HardwareTemperatureLogRecord,monitoredObjectSiteId,0
Performance,NatObject,5620_SAM_ISA_Mda,nat.IsaMemberUsageStatsLogRecord,monitoredObjectSiteName,0
Performance,NatObject,5620_SAM_ISA_Member,nat.IsaMemberUsageStatsLogRecord,monitoredObjectSiteName,0
Performance,DhcpObject,5620_SAM_DHCP6_Address,dhcp.LocalDhcp6ServerPrefixStatsLogRecord,monitoredObjectSiteId,0
Performance,DhcpObject,5620_SAM_Subnet_Address,dhcp.LocalDhcpServerSubnetStatsLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_Shelf,equipment.SystemCpuMonStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S1UPeer,lte.S1uPeer,virtualRouterId,1
Performance,LteObject,5620_SAM_S5Peer,lte.S5Peer,virtualRouterId,1
Performance,LteObject,5620_SAM_S8Peer,lte.S8Peer,virtualRouterId,1
Performance,LteObject,5620_SAM_S11Peer,lte.S11Peer,virtualRouterId,1
Performance,LteObject,5620_SAM_MME,ltemme.MmeServiceMemberMaf,siteId,1
Performance,LteObject,5620_SAM_S1UPeer,lte.S1uAgwPeerStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S1UPeer,ltegw.UserRefPtStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S5Peer,lte.S5AgwPeerStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S5Peer,ltegw.ControlRefPtGtpv2StatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S5Peer,ltegw.S5AgwFailureCodeStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S8Peer,lte.S8AgwPeerStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S8Peer,ltegw.S8AgwFailureCodeStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S11Peer,lte.S11AgwPeerStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_S11Peer,ltegw.S11FailureCodeStatsLogRecord,monitoredObjectSiteId,0
Performance,LteObject,5620_SAM_MME,ltemme.MAFConnectionLogRecord,monitoredObjectSiteId,0
Accounting,RouterObject,5620_SAM_ServiceAccess,ies.MSap,nodeId,1
Performance,RouterObject,5620_SAM_FMemory,equipment.FlashMemory,siteId,1
Performance,RouterObject,5620_SAM_NQueue,ethernetequipment.EthernetPortSpecifics,siteId,1
Performance,RouterObject,5620_SAM_L2TP,l2tp.Site,siteId,1
Performance,NatObject,5620_SAM_NATPool,nat.NatPool,objectFullName,1
Performance,RouterObject,5620_SAM_FMemory,equipment.FlashMemory,siteId,0
Performance,RouterObject,5620_SAM_L2TP,l2tp.SiteStatsLogRecord,siteId,0
Performance,NatObject,5620_SAM_NATPool,nat.NatPoolLsnStatsLogRecord,monitoredObjectPointer,0
Performance,NatObject,5620_SAM_NATPool,nat.NatPoolL2AwStatsLogRecord,monitoredObjectPointer,0
Accounting,NetworkQueueObject,5620_SAM_NQueue,service.CompleteNetworkEgressPacketOctetsLogRecord,siteId,0
Accounting,NetworkQueueObject,5620_SAM_NQueue,service.CompleteNetworkIngressPacketOctetsLogRecord,siteId,0
Performance,RouterObject,5620_SAM_DDM,equipment.DDMStatsLogRecord,siteName,0
Performance,RouterObject,5620_SAM_PhysicalPort,ethernetequipment.EthernetStatsLogRecord,siteId,0
